"Phylum"	"Size"	"GC"
"Firmicutes"	5.92578	34.9
"Firmicutes"	5.69954	34.8
"Firmicutes"	5.58625	35.4
"Firmicutes"	5.24649	35.1
"Firmicutes"	5.73018	35
"Firmicutes"	5.54706	35.2
"Firmicutes"	5.67481	35.2
"Firmicutes"	5.26973	35.4
"Firmicutes"	5.43617	35.1
"Firmicutes"	5.56803	35.3
"Firmicutes"	5.57657	35.2
"Firmicutes"	5.2348	35.2
"Firmicutes"	5.39745	35.1
"Firmicutes"	5.58406	35.1
"Firmicutes"	5.93902	34.8
"Firmicutes"	5.85985	34.9
"Firmicutes"	5.76628	34.9
"Firmicutes"	6.0415	35.8
"Firmicutes"	5.87811	34.9
"Firmicutes"	5.2029	35.2
"Firmicutes"	4.9998	36.8
"Firmicutes"	5.76999	34.9
"Firmicutes"	5.92363	35
"Firmicutes"	6.13318	34.7
"Firmicutes"	5.79945	35.1
"Firmicutes"	5.59475	35
"Firmicutes"	5.6567	35.3
"Firmicutes"	5.78954	35.2
"Firmicutes"	5.7905	35.3
"Firmicutes"	5.43265	35.5156
"Firmicutes"	5.42708	35.3076
"Firmicutes"	5.84323	35.1687
"Firmicutes"	5.50621	35.504
"Firmicutes"	5.58883	35.3086
"Firmicutes"	5.59986	35.5213
"Firmicutes"	5.41904	35.3
"Firmicutes"	5.73682	35.0479
"Firmicutes"	5.44931	35.2945
"Firmicutes"	5.55203	35.5372
"Firmicutes"	5.2885	35.4
"Firmicutes"	5.10927	35.4
"Firmicutes"	5.38232	35.4535
"Firmicutes"	3.80555	41.2
"Firmicutes"	5.80183	35.2
"Firmicutes"	6.65147	34.7
"Firmicutes"	5.90642	35.2
"Firmicutes"	5.49802	35.3
"Firmicutes"	5.56815	35.1
"Firmicutes"	5.8493	35
"Firmicutes"	5.99538	35.1
"Firmicutes"	5.10924	35.3
"Firmicutes"	5.5246	35.2
"Firmicutes"	5.19199	35.3
"Firmicutes"	5.76516	34.9
"Firmicutes"	5.61309	35.3
"Firmicutes"	5.77723	34.9
"Firmicutes"	5.63433	34.9
"Firmicutes"	5.78447	34.8
"Firmicutes"	5.65224	35
"Firmicutes"	5.81943	35.1
"Firmicutes"	5.54012	35.2
"Firmicutes"	5.77754	35.2
"Firmicutes"	5.82848	35
"Firmicutes"	5.71837	35.2
"Firmicutes"	5.51892	35.3
"Firmicutes"	5.10048	35.5
"Firmicutes"	5.6076	35.4
"Firmicutes"	5.56162	35.2
"Firmicutes"	5.57028	35.3
"Firmicutes"	5.77213	35
"Firmicutes"	6.39697	35.1
"Firmicutes"	5.64503	35.3
"Firmicutes"	5.76157	35.2
"Firmicutes"	5.69484	35
"Firmicutes"	5.69158	35.1
"Firmicutes"	5.58805	35
"Firmicutes"	5.73187	35.1
"Firmicutes"	5.30918	35.1
"Firmicutes"	5.70212	35.3
"Firmicutes"	5.98105	34.9
"Firmicutes"	5.66547	35.2
"Firmicutes"	5.55844	35.2
"Firmicutes"	6.12979	34.7
"Firmicutes"	6.46667	34.6
"Firmicutes"	5.97563	35.2
"Firmicutes"	6.04864	35
"Firmicutes"	5.70497	35.2
"Firmicutes"	5.31905	35.3
"Firmicutes"	6.38963	34.9
"Firmicutes"	5.68363	35.2
"Firmicutes"	6.16183	35.1
"Firmicutes"	6.33365	34.7
"Firmicutes"	6.09387	34.7
"Firmicutes"	5.85905	34.8
"Firmicutes"	6.08734	34.9
"Firmicutes"	6.11022	35.2
"Firmicutes"	5.89415	35.2
"Firmicutes"	5.92657	35.2
"Firmicutes"	3.66133	28.6
"Firmicutes"	3.8963	28.4
"Firmicutes"	4.1271	28.1
"Firmicutes"	3.51027	28.5
"Firmicutes"	3.32432	28.6
"Firmicutes"	4.04502	28.3
"Firmicutes"	3.08574	28.5454
"Firmicutes"	3.25668	28.4
"Firmicutes"	2.96008	28.1825
"Firmicutes"	3.46216	28.1
"Firmicutes"	3.46841	0.286101
"Firmicutes"	3.10934	37.9653
"Firmicutes"	2.99905	38
"Firmicutes"	3.02393	38.0599
"Firmicutes"	2.97225	37.9
"Firmicutes"	2.95029	37.8
"Firmicutes"	1.816	37.4
"Firmicutes"	2.98982	37.8
"Firmicutes"	2.86648	37.9
"Firmicutes"	1.96374	37.7
"Firmicutes"	2.74164	37.8
"Firmicutes"	2.85371	38.1
"Firmicutes"	2.8287	37.9
"Firmicutes"	3.14206	37.8
"Firmicutes"	2.88408	37.8
"Firmicutes"	2.99149	37.8
"Firmicutes"	2.9738	38
"Firmicutes"	2.87443	38.1
"Firmicutes"	2.96862	37.7
"Firmicutes"	2.97304	37.7
"Firmicutes"	2.67558	37.8
"Firmicutes"	3.00046	37.9
"Firmicutes"	2.90311	38
"Firmicutes"	2.99112	37.8
"Firmicutes"	2.90519	38
"Firmicutes"	2.97621	38.2
"Firmicutes"	2.91269	38.1
"Firmicutes"	2.94453	38
"Firmicutes"	2.9792	38.2
"Firmicutes"	2.97616	38.2
"Firmicutes"	2.90156	38
"Firmicutes"	2.98679	37.9581
"Firmicutes"	3.02291	37.9586
"Firmicutes"	2.94136	38
"Firmicutes"	2.97696	37.9
"Firmicutes"	2.88223	38
"Firmicutes"	2.97217	38
"Firmicutes"	2.9518	38
"Firmicutes"	2.90714	38
"Firmicutes"	2.84018	38.3
"Firmicutes"	2.91235	38.1
"Firmicutes"	2.91212	37.9
"Firmicutes"	2.81463	38.1
"Firmicutes"	2.85435	0.927022
"Firmicutes"	2.90466	38
"Actinobacteria"	4.85799	69.2
"Actinobacteria"	5.47549	69
"Actinobacteria"	4.82978	69.3
"Actinobacteria"	4.61239	69
"Actinobacteria"	4.70798	69.2
"Actinobacteria"	4.52332	68.6
"Actinobacteria"	4.64733	68.5
"Actinobacteria"	4.58292	68.9
"Actinobacteria"	4.56886	68.9
"Actinobacteria"	4.58255	69
"Actinobacteria"	4.50007	68.8
"Actinobacteria"	4.56078	68.8
"Actinobacteria"	4.66971	68.7
"Actinobacteria"	4.73547	68.5
"Actinobacteria"	4.73633	69.2
"Actinobacteria"	4.75509	69.2
"Actinobacteria"	4.74516	69.2
"Actinobacteria"	4.7386	69.1
"Actinobacteria"	4.72517	69.1
"Actinobacteria"	4.73614	69.2
"Actinobacteria"	4.95983	69.2
"Actinobacteria"	4.58367	68.2
"Actinobacteria"	4.69701	68.5
"Actinobacteria"	4.79816	69.2
"Actinobacteria"	4.81371	69.3
"Actinobacteria"	4.34549	65.6
"Actinobacteria"	4.37452	65.6
"Actinobacteria"	4.37171	65.6
"Actinobacteria"	4.26172	65.5
"Actinobacteria"	4.25555	65.5
"Actinobacteria"	4.27112	65.4
"Actinobacteria"	4.25771	65.4
"Actinobacteria"	4.35039	65.7
"Actinobacteria"	0.927303	46.3
"Actinobacteria"	0.925938	46.3
"Proteobacteria"	2.31096	40.9
"Proteobacteria"	2.31432	41.1
"Proteobacteria"	2.26245	41.2
"Proteobacteria"	2.21872	41.1
"Proteobacteria"	2.27118	41.2
"Proteobacteria"	2.26339	41.2
"Proteobacteria"	2.27209	41.2
"Proteobacteria"	2.26662	41.2
"Proteobacteria"	2.19415	41.2
"Proteobacteria"	2.25026	41.2
"Proteobacteria"	2.3755	40.9
"Proteobacteria"	2.29235	41.4
"Proteobacteria"	2.27448	41.3
"Proteobacteria"	2.24206	41.2
"Proteobacteria"	2.34543	41.2139
"Proteobacteria"	2.26346	41.1
"Proteobacteria"	1.80217	38
"Proteobacteria"	1.86567	38
"Proteobacteria"	0.859497	39.9
"Proteobacteria"	1.87837	38
"Proteobacteria"	1.8511	38
"Proteobacteria"	1.88858	38
"Proteobacteria"	1.87689	38.1
"Proteobacteria"	1.83735	38
"Proteobacteria"	1.95429	38
"Proteobacteria"	1.87561	37.9
"Proteobacteria"	1.91224	38.1
"Proteobacteria"	1.82767	37.9
"Proteobacteria"	1.83014	38.2
"Proteobacteria"	1.91449	38.2
"Proteobacteria"	1.81303	38
"Proteobacteria"	1.88719	38
"Proteobacteria"	2.00702	38.2
"Proteobacteria"	1.98583	38.2
"Proteobacteria"	1.98154	38.1
"Proteobacteria"	1.81937	38
"Proteobacteria"	1.93231	38.1
"Actinobacteria"	4.39533	65.4
"Actinobacteria"	4.32157	65.4
"Actinobacteria"	4.40467	65.1
"Actinobacteria"	4.40471	65.2
"Actinobacteria"	4.39727	65.2
"Actinobacteria"	4.39724	65.4
"Actinobacteria"	4.39724	65.3
"Actinobacteria"	4.39737	65.5
"Actinobacteria"	4.41288	65.2
"Actinobacteria"	4.343	65.2
"Actinobacteria"	4.36478	65.3
"Actinobacteria"	4.34246	65.3
"Actinobacteria"	4.32102	65.3
"Actinobacteria"	4.35612	65.4
"Actinobacteria"	4.34512	65.4
"Actinobacteria"	4.33818	65.3
"Actinobacteria"	4.33166	65.3
"Actinobacteria"	4.32877	65.3
"Actinobacteria"	4.32152	65.4
"Actinobacteria"	4.32751	65.3
"Actinobacteria"	4.32054	65.4
"Actinobacteria"	4.35299	65.3
"Actinobacteria"	4.34074	65.3
"Actinobacteria"	4.32581	65.3
"Actinobacteria"	4.2762	65.4
"Actinobacteria"	4.34729	65.3
"Actinobacteria"	4.32644	65.3
"Actinobacteria"	4.39912	65.6
"Actinobacteria"	4.41065	65.3
"Actinobacteria"	4.44314	65.3
"Actinobacteria"	4.26036	65.1
"Actinobacteria"	4.29933	65.3
"Actinobacteria"	4.36692	65.3
"Actinobacteria"	4.26133	65.4
"Actinobacteria"	4.27741	65.3
"Actinobacteria"	4.287	65.5
"Actinobacteria"	4.3477	65.4
"Actinobacteria"	4.37688	65.4
"Actinobacteria"	4.39967	65.4
"Actinobacteria"	4.40384	65.6
"Actinobacteria"	4.41153	65.6
"Actinobacteria"	4.42443	65.6
"Actinobacteria"	4.41998	65.6
"Actinobacteria"	4.39825	65.6
"Actinobacteria"	4.28512	65.5
"Actinobacteria"	4.22664	65.3
"Actinobacteria"	4.2668	65.4
"Actinobacteria"	4.39499	65.6
"Actinobacteria"	4.38012	65.6
"Actinobacteria"	4.40598	65.6
"Actinobacteria"	4.39881	65.6
"Actinobacteria"	4.39853	65.6
"Actinobacteria"	4.40659	65.6
"Actinobacteria"	4.41809	64.9
"Actinobacteria"	4.38336	65.4
"Actinobacteria"	4.38994	65.4
"Actinobacteria"	4.41171	65.6
"Actinobacteria"	4.27006	65.4
"Actinobacteria"	4.34039	65.4
"Actinobacteria"	4.41767	65.5
"Actinobacteria"	4.28043	65.4
"Proteobacteria"	5.52486	50.6781
"Proteobacteria"	5.85553	50.664
"Proteobacteria"	5.76608	50.4216
"Proteobacteria"	5.19489	50.2
"Proteobacteria"	5.34969	50.2
"Proteobacteria"	5.29804	50.2
"Proteobacteria"	5.29699	50.2
"Proteobacteria"	5.2011	50.2
"Proteobacteria"	5.28705	50.2
"Proteobacteria"	5.26245	50.2
"Proteobacteria"	5.45235	50.4806
"Proteobacteria"	5.1946	50.7
"Proteobacteria"	4.83193	50.5
"Proteobacteria"	5.10686	50.6
"Proteobacteria"	4.9442	50.5
"Proteobacteria"	4.41865	50.8
"Proteobacteria"	5.29179	50.6
"Proteobacteria"	4.90515	50.6
"Proteobacteria"	4.96869	50.7
"Proteobacteria"	5.28793	50.5
"Proteobacteria"	5.23649	50.7
"Proteobacteria"	4.79782	50.8
"Proteobacteria"	4.38417	50.8
"Proteobacteria"	5.28292	50.4
"Proteobacteria"	4.84026	50.6
"Proteobacteria"	4.67329	50.7
"Proteobacteria"	4.98222	50.5
"Proteobacteria"	4.99487	50.4
"Proteobacteria"	5.04271	50.5
"Proteobacteria"	5.20755	50.4
"Proteobacteria"	5.21464	50.7
"Proteobacteria"	4.93939	50.6
"Proteobacteria"	5.39413	50.6
"Proteobacteria"	4.75268	50.6
"Proteobacteria"	4.7401	50.7
"Proteobacteria"	5.48818	50.3
"Proteobacteria"	4.78695	50.9
"Proteobacteria"	5.23065	50.6
"Proteobacteria"	5.10205	50.6
"Proteobacteria"	4.63964	50.7
"Proteobacteria"	5.02114	50.6
"Proteobacteria"	4.82972	50.6
"Proteobacteria"	5.05529	50.5
"Proteobacteria"	5.36595	50.6
"Proteobacteria"	5.44669	50.4
"Proteobacteria"	4.65261	50.8
"Proteobacteria"	5.02069	50.7
"Proteobacteria"	5.25816	50.6
"Proteobacteria"	4.91869	50.7
"Proteobacteria"	5.24891	50.8
"Proteobacteria"	5.02932	50.7784
"Proteobacteria"	4.94108	50.8
"Proteobacteria"	5.30024	50.7
"Proteobacteria"	5.21596	50.5
"Proteobacteria"	5.52824	50.6
"Proteobacteria"	5.37621	50.7
"Proteobacteria"	5.49539	50.4436
"Proteobacteria"	5.37179	50.988
"Proteobacteria"	4.97977	50.6
"Proteobacteria"	5.63485	50.5
"Proteobacteria"	5.62993	50.5
"Proteobacteria"	5.61773	50.5
"Proteobacteria"	5.62061	50.6
"Proteobacteria"	5.65585	50.6
"Proteobacteria"	5.70564	50.6
"Proteobacteria"	6.19931	50.7
"Proteobacteria"	5.73313	50.4
"Proteobacteria"	5.93317	50.4
"Proteobacteria"	5.67718	50.6
"Proteobacteria"	5.65667	50.7
"Proteobacteria"	5.73107	50.5
"Proteobacteria"	5.6712	50.4528
"Proteobacteria"	5.06601	50.6
"Proteobacteria"	5.37691	50.2
"Proteobacteria"	5.40869	50.2
"Proteobacteria"	4.63968	50.8
"Proteobacteria"	5.59448	50.4477
"Proteobacteria"	5.62052	50.3541
"Proteobacteria"	5.23143	50.5
"Proteobacteria"	4.64354	50.8
"Proteobacteria"	5.24929	50.5414
"Proteobacteria"	4.93892	50.5
"Proteobacteria"	5.17997	50.6088
"Proteobacteria"	5.49765	50.2915
"Proteobacteria"	4.74622	50.9
"Proteobacteria"	4.62981	50.8
"Proteobacteria"	5.21538	50.4954
"Proteobacteria"	4.68614	50.8
"Proteobacteria"	5.70417	50.386
"Proteobacteria"	5.62274	50.4563
"Proteobacteria"	4.57094	50.8
"Proteobacteria"	5.06968	50.5524
"Proteobacteria"	4.70056	50.8
"Proteobacteria"	5.20955	50.7
"Proteobacteria"	5.13207	50.6
"Proteobacteria"	5.15486	50.7
"Proteobacteria"	4.57816	50.8
"Proteobacteria"	5.15562	50.7481
"Proteobacteria"	5.11505	50.8
"Proteobacteria"	5.24332	50.6
"Proteobacteria"	5.68989	50.5
"Proteobacteria"	5.28027	50.6
"Proteobacteria"	5.30584	50.7
"Proteobacteria"	5.2107	50.6
"Proteobacteria"	5.1629	50.8
"Proteobacteria"	5.16612	50.6637
"Proteobacteria"	5.3582	50.6405
"Proteobacteria"	5.19726	50.6
"Proteobacteria"	5.29105	50.5
"Proteobacteria"	5.38162	50.6
"Proteobacteria"	5.05003	50.7
"Proteobacteria"	5.36948	49
"Proteobacteria"	5.33586	50.4
"Proteobacteria"	5.27872	50.3
"Proteobacteria"	5.31112	50.6
"Proteobacteria"	5.30882	50.5
"Proteobacteria"	5.04821	50.7
"Proteobacteria"	5.0098	50.7
"Proteobacteria"	5.35958	50.3
"Proteobacteria"	5.25637	50.4
"Proteobacteria"	5.30219	50.6
"Proteobacteria"	5.2259	50.5
"Proteobacteria"	5.1599	50.3
"Proteobacteria"	5.10016	50.6
"Proteobacteria"	5.23042	50.1
"Proteobacteria"	5.12006	50.4
"Proteobacteria"	5.1463	50.6
"Proteobacteria"	5.46231	50.4
"Proteobacteria"	5.01569	50.5
"Proteobacteria"	4.64633	50.8
"Proteobacteria"	4.83969	50.7076
"Proteobacteria"	4.55895	50.8
"Proteobacteria"	4.55895	50.8
"Proteobacteria"	4.63071	50.8
"Proteobacteria"	4.77311	50.7
"Proteobacteria"	5.13296	50.6001
"Proteobacteria"	5.35533	50.5767
"Proteobacteria"	4.89488	50.706
"Proteobacteria"	5.66677	50.7397
"Proteobacteria"	5.32588	50.7287
"Proteobacteria"	5.10838	50.7
"Proteobacteria"	5.00887	50.7764
"Proteobacteria"	5.10756	50.609
"Proteobacteria"	5.03839	50.6
"Proteobacteria"	5.03839	50.6
"Proteobacteria"	4.62143	50.8
"Proteobacteria"	4.93529	50.9
"Proteobacteria"	5.02717	50.7949
"Proteobacteria"	5.00534	50.7764
"Proteobacteria"	5.37873	50.5766
"Proteobacteria"	4.97146	51.2
"Proteobacteria"	5.44831	50.4328
"Proteobacteria"	5.51673	50.3828
"Proteobacteria"	4.84619	50.7
"Proteobacteria"	5.43818	50.5424
"Proteobacteria"	5.43741	50.6346
"Proteobacteria"	5.38971	50.651
"Proteobacteria"	5.22342	50.9
"Proteobacteria"	5.4353	50.5
"Proteobacteria"	5.22127	50.6
"Proteobacteria"	5.18943	50.8
"Proteobacteria"	5.55456	50.5
"Proteobacteria"	5.27707	50.6
"Proteobacteria"	5.06158	50.6
"Proteobacteria"	5.45766	50.6
"Proteobacteria"	4.90009	50.6
"Proteobacteria"	5.48771	50.4
"Proteobacteria"	5.51005	50.4
"Proteobacteria"	5.56962	50.3
"Proteobacteria"	4.6815	50.6
"Proteobacteria"	5.1119	50.5
"Proteobacteria"	5.06156	50.6
"Proteobacteria"	5.05482	50.5
"Proteobacteria"	5.04819	50.5
"Proteobacteria"	5.08362	50.6
"Proteobacteria"	5.10528	50.5
"Proteobacteria"	5.04828	50.6
"Proteobacteria"	5.19583	50.4
"Proteobacteria"	4.75723	50.5
"Proteobacteria"	5.68567	50.3
"Proteobacteria"	5.49747	50.5
"Proteobacteria"	5.00398	50.6
"Proteobacteria"	5.21238	50.5
"Proteobacteria"	5.50484	50.5
"Proteobacteria"	5.01426	50.8
"Proteobacteria"	5.45121	50.7
"Proteobacteria"	5.45044	50.5
"Proteobacteria"	5.27913	50.3
"Proteobacteria"	5.83435	49.2
"Proteobacteria"	5.40949	50.4
"Proteobacteria"	4.95438	50.7
"Proteobacteria"	5.41695	50.4
"Proteobacteria"	5.72926	16.8
"Proteobacteria"	5.87082	50.1
"Proteobacteria"	5.6393	49.2
"Proteobacteria"	5.22501	50.8
"Proteobacteria"	4.74406	24.5
"Proteobacteria"	4.94623	0.9
"Proteobacteria"	4.91733	28
"Proteobacteria"	4.64392	35
"Proteobacteria"	5.01161	50.7
"Proteobacteria"	5.56016	35.4
"Proteobacteria"	5.06093	50.6
"Proteobacteria"	4.98941	50.9
"Proteobacteria"	5.00927	50.6
"Proteobacteria"	5.29014	50.5
"Proteobacteria"	5.25129	50.6
"Proteobacteria"	5.02913	50.7
"Proteobacteria"	5.29803	50.6
"Proteobacteria"	5.21177	50.8
"Proteobacteria"	4.87053	50.7
"Proteobacteria"	5.3886	50.6
"Proteobacteria"	5.23337	50.4
"Proteobacteria"	5.14531	50.7
"Proteobacteria"	5.24937	50.6
"Proteobacteria"	4.98329	50.7
"Proteobacteria"	5.20308	50.8
"Proteobacteria"	5.13445	50.4
"Proteobacteria"	5.4555	50.6
"Proteobacteria"	5.49159	50.6
"Proteobacteria"	5.54297	50.7
"Proteobacteria"	4.41122	50.8
"Proteobacteria"	4.83928	50.5
"Proteobacteria"	5.11853	50.6
"Proteobacteria"	4.3269	66.5
"Proteobacteria"	4.65082	66.5
"Proteobacteria"	5.10872	44.8
"Proteobacteria"	5.19838	44.8
"Proteobacteria"	5.27707	44.8
"Proteobacteria"	5.15941	44.8
"Proteobacteria"	5.15392	44.8
"Proteobacteria"	5.09094	44.8
"Proteobacteria"	5.29805	44.8
"Proteobacteria"	5.09472	44.8
"Proteobacteria"	5.20568	44.8
"Proteobacteria"	5.44526	44.8
"Proteobacteria"	5.50278	44.8
"Proteobacteria"	5.48156	44.8
"Proteobacteria"	5.43712	44.8
"Proteobacteria"	5.52403	44.8
"Proteobacteria"	5.4079	44.8
"Proteobacteria"	5.37878	44.8
"Proteobacteria"	5.63408	44.8
"Proteobacteria"	5.53417	44.8
"Proteobacteria"	5.38801	44.8
"Proteobacteria"	5.41076	44.8
"Proteobacteria"	5.40411	44.8
"Proteobacteria"	5.37156	44.8
"Proteobacteria"	5.48314	44.8
"Proteobacteria"	5.32558	44.8
"Proteobacteria"	5.23196	44.8
"Proteobacteria"	5.68076	44.8
"Proteobacteria"	5.3897	44.8
"Proteobacteria"	5.3237	44.8
"Proteobacteria"	5.11768	44.8
"Proteobacteria"	4.98166	44.8
"Proteobacteria"	5.07681	44.8
"Proteobacteria"	5.24812	44.8
"Proteobacteria"	5.24082	44.8
"Proteobacteria"	5.30814	44.8
"Proteobacteria"	5.36143	44.8
"Proteobacteria"	5.13898	44.8
"Proteobacteria"	5.65485	44.8
"Proteobacteria"	5.37105	44.8
"Proteobacteria"	5.91075	44.8
"Proteobacteria"	5.46041	44.8
"Proteobacteria"	5.31835	44.8
"Proteobacteria"	5.40845	44.8
"Proteobacteria"	5.3616	44.8
"Proteobacteria"	5.19472	44.8
"Proteobacteria"	5.48562	44.8
"Proteobacteria"	5.43077	44.8
"Proteobacteria"	5.36817	44.8
"Proteobacteria"	5.57845	44.8
"Proteobacteria"	5.5311	44.8
"Proteobacteria"	5.40407	44.8
"Proteobacteria"	5.16986	44.8
"Proteobacteria"	5.76431	44.8
"Proteobacteria"	5.21587	44.8
"Proteobacteria"	5.23087	44.8
"Proteobacteria"	5.55148	44.8
"Proteobacteria"	5.30488	44.8
"Proteobacteria"	5.12545	44.8
"Proteobacteria"	5.36155	44.8
"Proteobacteria"	5.48899	44.8
"Proteobacteria"	5.44751	44.8
"Proteobacteria"	5.40398	44.8
"Proteobacteria"	5.29697	44.8
"Proteobacteria"	4.6887	44.8
"Proteobacteria"	4.70994	44.8
"Proteobacteria"	5.29497	44.8
"Proteobacteria"	5.00983	44.8
"Proteobacteria"	4.97969	44.8
"Proteobacteria"	4.95118	44.8
"Proteobacteria"	5.27328	44.8
"Proteobacteria"	5.15244	44.8
"Proteobacteria"	5.1787	44.8
"Proteobacteria"	5.2461	44.8
"Proteobacteria"	5.26487	44.8
"Proteobacteria"	5.20129	44.8
"Proteobacteria"	5.21033	44.8
"Proteobacteria"	5.22997	44.8
"Proteobacteria"	4.97233	50.6
"Proteobacteria"	4.90117	50.7
"Proteobacteria"	4.87247	50.6
"Proteobacteria"	5.26067	50.4
"Proteobacteria"	5.38883	50.6
"Proteobacteria"	5.45949	50.3
"Proteobacteria"	5.6148	50.2
"Proteobacteria"	5.5142	50.3
"Proteobacteria"	5.3608	50.4
"Proteobacteria"	5.61928	50.4
"Proteobacteria"	5.5728	50.3
"Proteobacteria"	4.84283	46
"Proteobacteria"	4.96541	46
"Proteobacteria"	5.03347	46
"Proteobacteria"	4.99979	46
"Proteobacteria"	5.19108	46
"Proteobacteria"	4.59837	46
"Proteobacteria"	5.12207	46
"Proteobacteria"	4.71371	46
"Proteobacteria"	5.09922	50.4
"Proteobacteria"	5.76772	50.1
"Proteobacteria"	6.00211	50.1
"Proteobacteria"	5.58741	50.1
"Proteobacteria"	5.4928	50.1
"Proteobacteria"	5.493	50.3
"Proteobacteria"	5.33751	50.5
"Proteobacteria"	5.49716	50.4
"Proteobacteria"	5.49451	46
"Proteobacteria"	5.52523	50.2
"Proteobacteria"	5.47546	50.3
"Proteobacteria"	5.4466	50.3
"Proteobacteria"	5.59618	50.3
"Proteobacteria"	5.57821	50.3
"Proteobacteria"	5.552	50.3
"Proteobacteria"	5.47816	50.4
"Proteobacteria"	5.42791	50.3
"Proteobacteria"	5.22707	46
"Proteobacteria"	5.24244	46
"Proteobacteria"	5.54089	45.7
"Proteobacteria"	5.07795	66.1
"Proteobacteria"	5.39964	64.1
"Proteobacteria"	5.19408	64.1
"Proteobacteria"	5.74127	64.1
"Proteobacteria"	5.74066	64.1
"Proteobacteria"	5.46658	50.3
"Proteobacteria"	5.25623	50.6
"Proteobacteria"	5.01384	50.5
"Proteobacteria"	5.06312	50.5
"Proteobacteria"	5.08774	50.5
"Proteobacteria"	4.9528	50.5
"Proteobacteria"	5.19627	50.5
"Proteobacteria"	4.93831	50.7
"Proteobacteria"	5.26071	50.5
"Proteobacteria"	5.19268	50.5
"Proteobacteria"	4.91829	50.7
"Proteobacteria"	4.89688	50.6
"Proteobacteria"	4.83317	50.7
"Proteobacteria"	5.04481	50.5
"Proteobacteria"	5.3535	50.3
"Proteobacteria"	4.83251	50.9
"Proteobacteria"	5.25212	50.5
"Proteobacteria"	5.2504	50.2
"Proteobacteria"	5.2463	50.5
"Proteobacteria"	5.1909	50.6
"Proteobacteria"	5.1819	50.4
"Proteobacteria"	5.20913	50.6
"Proteobacteria"	5.0932	50.6
"Proteobacteria"	4.91817	50.5
"Proteobacteria"	5.38683	50.6
"Proteobacteria"	5.39821	50.6
"Proteobacteria"	5.28805	50.6
"Proteobacteria"	5.38915	50.6
"Proteobacteria"	5.40411	50.6
"Proteobacteria"	5.38568	50.6
"Proteobacteria"	5.37698	50.6
"Proteobacteria"	5.39921	50.6
"Proteobacteria"	5.38287	50.6
"Proteobacteria"	5.39228	50.6
"Proteobacteria"	5.3742	50.6
"Proteobacteria"	5.39109	50.6
"Proteobacteria"	5.39328	50.6
"Proteobacteria"	5.05412	50.8
"Proteobacteria"	5.29795	50.5
"Proteobacteria"	5.35254	50.3
"Proteobacteria"	5.52483	50.2
"Proteobacteria"	5.43475	50.3
"Proteobacteria"	5.54067	50.3
"Proteobacteria"	5.51954	50.3
"Proteobacteria"	5.38105	50.3
"Proteobacteria"	5.36913	50.3
"Proteobacteria"	5.35018	50.3
"Proteobacteria"	5.42089	50.3
"Proteobacteria"	5.56844	50.3
"Proteobacteria"	5.47154	50.2
"Proteobacteria"	5.4433	50.3
"Proteobacteria"	5.31901	50.3
"Proteobacteria"	5.36848	50.2
"Proteobacteria"	5.40472	50.2
"Proteobacteria"	5.37174	50.4
"Proteobacteria"	5.36536	50.2
"Proteobacteria"	5.35064	50.3
"Proteobacteria"	5.36386	50.5
"Proteobacteria"	5.47777	50.2
"Proteobacteria"	5.39478	50.3
"Proteobacteria"	5.36406	50.2
"Proteobacteria"	5.48606	50.4
"Proteobacteria"	5.46937	50.7
"Proteobacteria"	5.39168	50.2
"Proteobacteria"	5.363	50.2
"Proteobacteria"	5.33246	50.5
"Proteobacteria"	5.29845	50.3
"Proteobacteria"	5.31579	50.3
"Proteobacteria"	5.31569	50.3
"Proteobacteria"	5.35209	50.2
"Proteobacteria"	5.447	50.3
"Proteobacteria"	5.40008	50.2
"Proteobacteria"	5.41544	50.2
"Proteobacteria"	5.4068	50.2
"Proteobacteria"	5.49278	50.2
"Proteobacteria"	5.36491	50.3
"Proteobacteria"	5.37851	50.2
"Proteobacteria"	5.34179	47.7
"Proteobacteria"	5.32129	48.8
"Proteobacteria"	5.34312	49
"Proteobacteria"	4.7233	50.8
"Proteobacteria"	4.72778	50.8
"Proteobacteria"	5.42328	50
"Proteobacteria"	5.43031	49.9
"Proteobacteria"	5.37643	47.1
"Proteobacteria"	5.29747	49.9
"Proteobacteria"	5.12785	50.1
"Proteobacteria"	5.38447	46.8
"Proteobacteria"	5.33451	47.7
"Proteobacteria"	5.37429	49.2
"Proteobacteria"	5.29472	50.1
"Proteobacteria"	5.42594	49.4
"Proteobacteria"	5.59092	46.9
"Proteobacteria"	5.39629	49.4
"Proteobacteria"	5.47307	49.2
"Proteobacteria"	5.40526	48.5
"Proteobacteria"	5.45705	47.1
"Proteobacteria"	5.41453	49.6
"Proteobacteria"	5.49282	49.9
"Proteobacteria"	5.40039	49.4
"Proteobacteria"	5.29823	50
"Proteobacteria"	5.38315	49.4
"Proteobacteria"	5.51714	50.3
"Proteobacteria"	5.39563	49.4
"Proteobacteria"	5.31924	50
"Proteobacteria"	5.38354	50.2
"Proteobacteria"	4.90081	50.3
"Proteobacteria"	4.9809	50.5
"Proteobacteria"	5.00962	50.4
"Proteobacteria"	5.06169	50.6
"Proteobacteria"	5.26879	48.4
"Proteobacteria"	4.90787	50.6
"Proteobacteria"	4.96328	50.5
"Proteobacteria"	5.37381	48.1
"Proteobacteria"	5.37967	48.8
