"Phylum"	"Size"	"GC"
"Proteobacteria"	5.37108	48.6
"Proteobacteria"	5.35414	47.7
"Proteobacteria"	5.3496	47.9
"Proteobacteria"	5.37197	49.1
"Proteobacteria"	5.35932	47.7
"Proteobacteria"	5.37472	42
"Proteobacteria"	5.37907	49.4
"Proteobacteria"	5.32459	46.2
"Proteobacteria"	5.39719	48.5
"Proteobacteria"	5.60441	50.5
"Proteobacteria"	5.40564	48.4
"Proteobacteria"	5.4712	48.3
"Proteobacteria"	5.40841	48.1
"Proteobacteria"	5.46014	48.6
"Proteobacteria"	5.3276	49.7
"Proteobacteria"	5.47004	48.7
"Proteobacteria"	4.94992	50.6
"Proteobacteria"	5.37162	47
"Proteobacteria"	5.44256	50.2
"Proteobacteria"	5.6405	49.9
"Proteobacteria"	5.30031	49.8
"Proteobacteria"	5.36682	49.5
"Proteobacteria"	5.25498	48.3
"Proteobacteria"	5.30362	49.4
"Proteobacteria"	5.44195	49.2
"Proteobacteria"	5.3677	49.4
"Proteobacteria"	5.26105	48.7
"Proteobacteria"	5.32355	47.2
"Proteobacteria"	5.29136	45.9
"Proteobacteria"	5.29263	45.1
"Proteobacteria"	5.40696	49.8
"Proteobacteria"	5.18785	49.3
"Proteobacteria"	5.37742	47.4
"Proteobacteria"	5.21442	49.8
"Proteobacteria"	5.33815	46.6
"Proteobacteria"	5.34356	49.7
"Proteobacteria"	5.27903	49.7
"Proteobacteria"	5.22834	47.7
"Proteobacteria"	5.1979	50.2
"Proteobacteria"	5.127	50.2
"Proteobacteria"	5.13456	50.3
"Proteobacteria"	5.391	47.9
"Proteobacteria"	5.19814	50.2
"Proteobacteria"	5.2229	50.3
"Proteobacteria"	5.26729	50.7
"Proteobacteria"	5.363	50.6
"Proteobacteria"	5.41039	50.7
"Proteobacteria"	5.27859	50.7
"Proteobacteria"	5.42641	50.7
"Proteobacteria"	5.432	50.6
"Proteobacteria"	5.438	50.6
"Proteobacteria"	5.42	50.6
"Proteobacteria"	5.407	50.6
"Proteobacteria"	5.434	50.6
"Proteobacteria"	5.43373	50.6
"Proteobacteria"	5.434	50.6
"Proteobacteria"	5.435	50.7
"Proteobacteria"	5.423	50.7
"Proteobacteria"	5.435	50.6
"Proteobacteria"	5.36994	47.9
"Proteobacteria"	5.341	47.5
"Proteobacteria"	5.09922	50.3
"Proteobacteria"	4.96796	50.5
"Proteobacteria"	5.21999	50.4
"Proteobacteria"	4.72278	50.5
"Proteobacteria"	5.29084	50.3
"Proteobacteria"	5.02616	50.4
"Proteobacteria"	4.79098	50.8
"Proteobacteria"	5.12767	50.4
"Proteobacteria"	5.07363	50.7
"Proteobacteria"	5.19076	50.7
"Proteobacteria"	4.98122	50.4
"Proteobacteria"	4.98354	50.5
"Proteobacteria"	5.00154	50.5
"Proteobacteria"	4.63104	50.7
"Proteobacteria"	4.88431	50.7
"Proteobacteria"	4.92547	50.5
"Proteobacteria"	5.09991	50.6
"Proteobacteria"	4.89222	50.4
"Proteobacteria"	4.98543	50.4
"Proteobacteria"	5.06387	50.6
"Proteobacteria"	4.988	50.4
"Proteobacteria"	5.00076	50.5
"Proteobacteria"	4.86777	50.7
"Proteobacteria"	5.0994	50.5
"Proteobacteria"	4.98662	50.3
"Proteobacteria"	5.01854	50.5
"Proteobacteria"	5.06355	50.5
"Proteobacteria"	5.11874	50.5
"Proteobacteria"	5.12548	50.6
"Proteobacteria"	4.75507	50.9
"Proteobacteria"	5.22078	50.6
"Proteobacteria"	4.95666	50.5
"Proteobacteria"	4.98235	50.5
"Proteobacteria"	5.08956	50.4
"Proteobacteria"	4.96698	50.6
"Proteobacteria"	4.86901	50.6
"Proteobacteria"	5.0433	50.5
"Proteobacteria"	1.68003	38.7896
"Proteobacteria"	1.56665	38.9
"Proteobacteria"	1.63827	38.8681
"Proteobacteria"	1.65805	38.9
"Proteobacteria"	1.81966	39.5
"Proteobacteria"	1.56639	39.3
"Proteobacteria"	1.57177	38.8
"Proteobacteria"	1.64922	38.8
"Proteobacteria"	1.66787	38.9
"Proteobacteria"	1.64383	39.2
"Proteobacteria"	1.60574	39.0842
"Proteobacteria"	1.60855	38.9
"Proteobacteria"	1.66301	38.8759
"Proteobacteria"	1.68403	38.7775
"Proteobacteria"	1.57676	39.2
"Proteobacteria"	1.5484	39
"Proteobacteria"	1.54718	38.9
"Proteobacteria"	1.60194	39
"Proteobacteria"	1.57258	39.1
"Proteobacteria"	1.63915	38.9
"Proteobacteria"	1.63962	38.9
"Proteobacteria"	1.65499	38.9
"Proteobacteria"	1.65474	38.9
"Proteobacteria"	1.64974	38.9
"Proteobacteria"	1.62241	39.1
"Proteobacteria"	1.62695	39.1
"Proteobacteria"	1.62906	39
"Proteobacteria"	1.65188	38.9493
"Proteobacteria"	1.58592	39
"Proteobacteria"	1.60356	38.7
"Proteobacteria"	1.65768	38.7
"Proteobacteria"	1.66988	38.8905
"Proteobacteria"	1.56757	39.0742
"Proteobacteria"	1.64067	38.8492
"Proteobacteria"	1.71247	39.0975
"Proteobacteria"	1.63776	38.8758
"Proteobacteria"	1.61083	38.9968
"Proteobacteria"	1.59561	38.972
"Proteobacteria"	1.56883	38.9
"Proteobacteria"	1.54967	39.3
"Proteobacteria"	1.63545	38.9
"Proteobacteria"	1.67983	38.4259
"Proteobacteria"	1.57969	38.7728
"Proteobacteria"	1.58146	38.8963
"Proteobacteria"	1.60901	38.7
"Proteobacteria"	1.5754	38.9
"Proteobacteria"	1.67592	38.9
"Proteobacteria"	1.54824	39.3
"Proteobacteria"	1.61743	38.7
"Proteobacteria"	1.64614	38.8
"Proteobacteria"	1.56283	39.3
"Proteobacteria"	1.58995	38.8
"Proteobacteria"	1.66572	38.8
"Proteobacteria"	1.66346	38.8
"Proteobacteria"	1.61691	38.9
"Proteobacteria"	1.66068	39
"Proteobacteria"	1.60758	39.0866
"Proteobacteria"	1.65655	38.6067
"Proteobacteria"	1.66789	38.9
"Proteobacteria"	1.66788	38.9
"Proteobacteria"	1.66789	38.9
"Proteobacteria"	1.61765	27.8
"Proteobacteria"	1.60051	27.8
"Proteobacteria"	1.5632	46
"Proteobacteria"	1.58144	46
"Proteobacteria"	1.56156	46
"Proteobacteria"	1.60653	46
"Proteobacteria"	1.5991	46
"Proteobacteria"	1.609	46
"Proteobacteria"	1.60212	46
"Proteobacteria"	1.59665	46
"Proteobacteria"	1.65589	46
"Proteobacteria"	1.64674	46
"Proteobacteria"	1.65328	46
"Proteobacteria"	1.65064	46
"Proteobacteria"	1.65203	46
"Proteobacteria"	1.72852	46
"Proteobacteria"	1.63271	46
"Proteobacteria"	1.64322	46
"Proteobacteria"	1.6023	46
"Proteobacteria"	1.66975	46
"Proteobacteria"	1.63593	46
"Proteobacteria"	1.72041	46
"Proteobacteria"	1.64105	46
"Proteobacteria"	1.6746	46
"Proteobacteria"	1.70964	46
"Proteobacteria"	1.67018	46
"Proteobacteria"	1.61204	46
"Proteobacteria"	1.625	46
"Proteobacteria"	1.67761	46
"Proteobacteria"	1.63084	46
"Proteobacteria"	1.67591	46
"Proteobacteria"	1.66057	46
"Proteobacteria"	1.70229	46
"Proteobacteria"	1.60766	46
"Proteobacteria"	1.66584	46
"Proteobacteria"	1.6554	46
"Proteobacteria"	1.65338	46
"Proteobacteria"	1.64063	46
"Proteobacteria"	1.59934	46
"Proteobacteria"	1.6378	46
"Proteobacteria"	1.62419	46
"Proteobacteria"	1.6521	46
"Proteobacteria"	1.71204	46
"Proteobacteria"	1.66509	46
"Proteobacteria"	1.70799	46
"Proteobacteria"	1.6431	46
"Proteobacteria"	1.64982	46
"Proteobacteria"	1.66317	46
"Proteobacteria"	1.76069	46
"Proteobacteria"	1.63437	46
"Proteobacteria"	1.62953	46
"Proteobacteria"	1.64806	46
"Proteobacteria"	1.62724	46
"Proteobacteria"	1.66964	46
"Proteobacteria"	1.69387	46
"Proteobacteria"	1.65691	46
"Proteobacteria"	1.69774	46
"Proteobacteria"	1.61563	46
"Proteobacteria"	1.69388	46
"Proteobacteria"	1.71441	46
"Proteobacteria"	1.65282	46
"Proteobacteria"	1.54913	46
"Proteobacteria"	1.64352	46
"Proteobacteria"	1.66746	46
"Proteobacteria"	1.6972	46
"Proteobacteria"	1.64086	46
"Proteobacteria"	1.71613	46
"Proteobacteria"	1.65347	46
"Proteobacteria"	1.62238	46
"Proteobacteria"	1.66802	46
"Proteobacteria"	1.67006	46
"Proteobacteria"	1.67227	46
"Proteobacteria"	1.71454	46
"Proteobacteria"	1.66174	46
"Proteobacteria"	1.68331	46
"Proteobacteria"	1.6829	46
"Proteobacteria"	1.70853	46
"Proteobacteria"	1.62522	46
"Proteobacteria"	1.69525	46
"Proteobacteria"	1.71153	46
"Proteobacteria"	1.65865	46
"Proteobacteria"	1.66911	46
"Proteobacteria"	1.66254	46
"Proteobacteria"	1.62554	46
"Proteobacteria"	1.6608	46
"Proteobacteria"	1.66321	46
"Proteobacteria"	1.677	46
"Proteobacteria"	1.67176	46
"Proteobacteria"	1.6724	46
"Proteobacteria"	1.66947	46
"Proteobacteria"	1.66447	46
"Proteobacteria"	1.64684	64.1
"Proteobacteria"	1.61062	64.1
"Proteobacteria"	1.58246	64.1
"Proteobacteria"	1.64026	64.1
"Proteobacteria"	1.61413	64.1
"Proteobacteria"	1.63276	64.1
"Proteobacteria"	1.58544	64.1
"Proteobacteria"	1.63109	64.1
"Proteobacteria"	1.64611	64.1
"Proteobacteria"	1.63613	38.7292
"Proteobacteria"	1.50793	39.253
"Proteobacteria"	0.655725	26.3523
"Proteobacteria"	0.618379	25.3004
"Proteobacteria"	0.641454	25.3
"Proteobacteria"	0.422434	20.2032
"Proteobacteria"	0.641895	26.3
"Proteobacteria"	0.642122	26.3
"Proteobacteria"	0.444925	23
"Proteobacteria"	0.653223	25.7113
"Proteobacteria"	0.627953	24.1448
"Proteobacteria"	0.641799	26.3
"Proteobacteria"	0.641771	26.3
"Proteobacteria"	0.641716	26.3
"Proteobacteria"	0.64177	26.3
"Proteobacteria"	2.08924	51.6667
"Proteobacteria"	2.086	51.5
"Proteobacteria"	2.15928	51.8
"Proteobacteria"	2.27236	51.5
"Proteobacteria"	2.18441	51.8
"Proteobacteria"	2.19496	51.6
"Proteobacteria"	2.15342	51.7
"Proteobacteria"	2.02209	51.9
"Proteobacteria"	2.14529	51.9
"Proteobacteria"	2.08307	51.8
"Proteobacteria"	2.07878	51.8
"Proteobacteria"	2.16496	51.4
"Proteobacteria"	2.17484	51.4
"Proteobacteria"	2.0574	51.9
"Proteobacteria"	2.05789	51.8
"Proteobacteria"	2.05608	52
"Proteobacteria"	2.1419	51.6
"Proteobacteria"	2.13762	51.7
"Proteobacteria"	2.13553	51.7
"Proteobacteria"	2.27755	51.4
"Proteobacteria"	2.24295	51.7
"Proteobacteria"	2.28778	51.5
"Proteobacteria"	2.24897	51.3
"Proteobacteria"	2.22352	51.4
"Proteobacteria"	2.25045	51.4
"Proteobacteria"	2.24088	51.4
"Proteobacteria"	2.18486	51.7
"Proteobacteria"	2.22725	51.8
"Proteobacteria"	2.18023	51.7
"Proteobacteria"	2.16261	51.5
"Proteobacteria"	2.21311	51.6
"Proteobacteria"	2.26299	51.4
"Proteobacteria"	2.26004	51.4
"Proteobacteria"	2.19054	51.7
"Proteobacteria"	2.25388	51.5
"Proteobacteria"	2.22721	51.6
"Proteobacteria"	2.29839	51.3
"Proteobacteria"	2.00471	51.5
"Proteobacteria"	2.01769	51.9
"Proteobacteria"	2.23895	64.1
"Proteobacteria"	2.33639	64.1
"Proteobacteria"	2.19637	64.1
"Proteobacteria"	2.16477	64.1
"Proteobacteria"	2.18909	64.1
"Proteobacteria"	2.16972	64.1
"Proteobacteria"	2.2187	64.1
"Proteobacteria"	2.18975	64.1
"Proteobacteria"	2.30937	64.1
"Proteobacteria"	2.18772	64.1
"Proteobacteria"	2.22392	64.1
"Proteobacteria"	2.15449	64.1
"Proteobacteria"	2.15499	64.1
"Proteobacteria"	2.34663	64.1
"Proteobacteria"	2.15248	64.1
"Proteobacteria"	1.98336	56.8
"Proteobacteria"	2.17038	51.6
"Proteobacteria"	2.29902	51.3
"Proteobacteria"	2.16369	51.7
"Proteobacteria"	2.19444	51.6
"Proteobacteria"	2.21237	51.7
"Proteobacteria"	2.1969	51.8
"Proteobacteria"	2.20988	51.8
"Proteobacteria"	2.24668	51.6
"Proteobacteria"	2.18958	51.9
"Proteobacteria"	2.20607	51.8
"Proteobacteria"	2.2017	51.7
"Proteobacteria"	2.22126	51.7
"Proteobacteria"	2.26015	51.4
"Proteobacteria"	2.30401	51.3
"Proteobacteria"	2.23273	51.5
"Proteobacteria"	2.1971	51.7
"Proteobacteria"	2.17413	51.7
"Proteobacteria"	2.19617	51.7
"Proteobacteria"	2.18028	51.7
"Proteobacteria"	2.21859	51.6
"Proteobacteria"	2.24666	51.4
"Proteobacteria"	2.24573	51.5
"Proteobacteria"	2.2712	51.3
"Proteobacteria"	2.24163	51.5
"Proteobacteria"	2.2008	51.8
"Proteobacteria"	2.21419	51.8
"Proteobacteria"	2.21509	51.8
"Proteobacteria"	2.18485	51.8
"Proteobacteria"	2.20521	51.7
"Proteobacteria"	2.20455	51.8
"Proteobacteria"	2.25483	51.6
"Proteobacteria"	2.19922	51.8
"Proteobacteria"	2.21683	51.8
"Proteobacteria"	2.20416	51.8
"Proteobacteria"	2.22247	51.8
"Proteobacteria"	2.27753	51.4
"Proteobacteria"	2.26225	51.6
"Proteobacteria"	2.20345	51.8
"Proteobacteria"	2.62233	52
"Proteobacteria"	5.11534	51.9
"Proteobacteria"	2.73175	52.6433
"Proteobacteria"	2.52115	51.8011
"Proteobacteria"	2.47513	51.9
"Proteobacteria"	2.57399	51.7613
"Proteobacteria"	2.51738	51.774
"Proteobacteria"	2.47543	51.5
"Proteobacteria"	6.18186	61.5
"Proteobacteria"	5.95996	61.9
"Proteobacteria"	5.77433	61.4
"Proteobacteria"	6.07843	61.9
"Proteobacteria"	5.74094	62.1
"Proteobacteria"	5.98479	62.3
"Proteobacteria"	6.36307	61.6
"Proteobacteria"	6.2396	61.6
"Proteobacteria"	5.73154	61.7
"Proteobacteria"	6.30431	16.5695
"Proteobacteria"	6.2607	61.4
"Proteobacteria"	6.28466	61.5
"Proteobacteria"	5.86256	39.4
"Proteobacteria"	5.97075	27.2
"Proteobacteria"	6.46978	63.1
"Proteobacteria"	5.95611	62.5649
"Firmicutes"	1.83985	38.4
"Firmicutes"	1.32768	38.4
"Firmicutes"	1.85244	38.5
"Firmicutes"	1.84127	38.6
"Firmicutes"	1.89502	38.5
"Firmicutes"	1.89427	38.6
"Firmicutes"	1.90052	38.6
"Firmicutes"	1.89988	38.7
"Firmicutes"	1.89757	38.4
"Firmicutes"	1.83855	38.5
"Firmicutes"	1.83647	38.5
"Firmicutes"	1.92825	38.4
"Firmicutes"	1.86035	38.7
"Firmicutes"	1.93711	38.3
"Firmicutes"	1.81578	38.6
"Firmicutes"	1.75083	38.5
"Firmicutes"	1.78103	38.5
"Firmicutes"	1.82731	38.6
"Firmicutes"	1.84873	38.3
"Firmicutes"	1.89476	38.3
"Firmicutes"	1.83728	38.5
"Firmicutes"	1.72093	38.5
"Firmicutes"	2.02913	39.8
"Firmicutes"	1.98663	39.7
"Firmicutes"	2.08877	39.8
"Firmicutes"	2.02448	39.9
"Firmicutes"	2.03725	39.8
"Firmicutes"	2.05704	39.8
"Firmicutes"	2.02711	39.8
"Firmicutes"	2.02556	39.8
"Firmicutes"	2.05013	39.9
"Firmicutes"	2.09734	39.7
"Firmicutes"	2.13119	39.6
"Firmicutes"	2.1335	39.6
"Firmicutes"	2.08494	39.7
"Firmicutes"	2.13676	39.6
"Firmicutes"	2.08412	39.6
"Firmicutes"	2.06545	39.6
"Firmicutes"	2.10037	39.5
"Firmicutes"	2.0708	39.7
"Firmicutes"	2.0532	39.6
"Firmicutes"	2.06373	39.6
"Firmicutes"	2.104	38.5
"Firmicutes"	2.13058	39.5
"Firmicutes"	2.24004	39.6
"Firmicutes"	2.0168	39.6
"Firmicutes"	2.03268	39.8
"Firmicutes"	2.16151	39.6
"Firmicutes"	2.11568	39.5
"Firmicutes"	2.05977	39.7
"Firmicutes"	2.14629	39.6
"Firmicutes"	2.10455	39.7
"Firmicutes"	2.13532	39.6
"Firmicutes"	2.10229	39.7
"Firmicutes"	2.19685	39.7
"Firmicutes"	2.29212	39.9
"Firmicutes"	2.04981	39.9
"Firmicutes"	2.26332	39.5
"Firmicutes"	2.18796	39.8
"Firmicutes"	2.24238	39.9
"Firmicutes"	2.00068	39.6
"Firmicutes"	1.99852	39.6
"Firmicutes"	2.16084	39.7
"Firmicutes"	2.03862	39.7
"Firmicutes"	2.04611	39.7
"Firmicutes"	2.24561	39.6
"Firmicutes"	2.11215	39.8
"Firmicutes"	2.12023	39.7
"Firmicutes"	2.11188	39.7
"Firmicutes"	2.18468	39.7
"Firmicutes"	2.07895	39.7
"Firmicutes"	2.2092	39.5
"Firmicutes"	2.22132	39.5
"Firmicutes"	2.0099	39.6
"Firmicutes"	2.02403	39.6
"Firmicutes"	2.04072	39.5
"Firmicutes"	2.03807	39.5
"Firmicutes"	1.98161	39.6
"Firmicutes"	2.02862	39.5
"Firmicutes"	2.16224	39.7
"Firmicutes"	2.09332	39.6
"Firmicutes"	2.03687	39.8
"Firmicutes"	2.14212	39.6
"Firmicutes"	2.1459	39.7
"Firmicutes"	2.12993	39.8
"Firmicutes"	2.06415	39.8
"Firmicutes"	2.16919	39.4
"Firmicutes"	2.16179	39.4
"Firmicutes"	2.15637	39.5
"Firmicutes"	2.0614	39.9
"Firmicutes"	2.10346	39.8
"Firmicutes"	2.11982	39.6
"Firmicutes"	2.157	39.5
"Firmicutes"	2.08632	39.7
"Firmicutes"	2.17723	39.6
"Firmicutes"	2.0908	39.7
"Firmicutes"	2.11372	39.7
"Firmicutes"	2.30026	39.7
"Firmicutes"	2.11627	39.7
"Firmicutes"	2.11849	39.7
"Firmicutes"	2.06599	39.9
"Firmicutes"	2.10565	39.8
"Firmicutes"	2.10648	39.8
"Firmicutes"	2.12816	39.7
"Firmicutes"	2.15013	39.6
"Firmicutes"	2.11037	39.7
"Firmicutes"	2.13748	39.9
"Firmicutes"	2.10223	39.7
"Firmicutes"	2.08256	39.9
"Firmicutes"	2.10217	39.7
"Firmicutes"	2.18524	39.6
"Firmicutes"	2.20761	39.6
"Firmicutes"	2.19953	39.7
"Firmicutes"	2.10595	39.8
"Firmicutes"	2.12082	39.7
"Firmicutes"	2.11495	39.7
"Firmicutes"	2.10412	39.8
"Firmicutes"	2.10685	39.6
"Firmicutes"	2.2106	39.5
"Firmicutes"	2.14218	39.7
"Firmicutes"	2.1902	39.5
"Firmicutes"	2.12774	39.8
"Firmicutes"	2.15025	39.6
"Firmicutes"	2.18471	39.7
"Firmicutes"	2.17234	39.5
"Firmicutes"	2.12461	39.6
"Firmicutes"	2.10842	39.8
"Firmicutes"	2.21228	39.6
"Firmicutes"	2.12829	39.8
"Firmicutes"	2.04649	39.8
"Firmicutes"	2.10565	39.9
"Firmicutes"	2.14703	39.8
"Firmicutes"	2.06963	39.8
"Firmicutes"	2.10776	39.8
"Firmicutes"	2.16569	39.6
"Firmicutes"	2.20799	39.7
"Firmicutes"	2.08721	39.7
"Firmicutes"	2.12261	39.7
"Firmicutes"	2.15679	39.7
"Firmicutes"	2.09268	39.8
"Firmicutes"	2.19286	39.7
"Firmicutes"	2.15539	39.7
"Firmicutes"	2.20721	39.5
"Firmicutes"	2.10803	39.6
"Firmicutes"	2.08315	39.6
"Firmicutes"	2.06195	40
"Firmicutes"	2.15921	39.7
"Firmicutes"	2.14592	39.6
"Firmicutes"	2.14061	39.7
"Firmicutes"	2.0198	39.8
"Firmicutes"	2.08076	39.9
"Firmicutes"	2.08185	39.9
"Firmicutes"	2.11549	39.7
"Firmicutes"	2.13097	39.8
"Firmicutes"	2.12832	39.7
"Firmicutes"	2.10144	39.6
"Firmicutes"	2.16459	39.7
"Firmicutes"	2.16039	39.6
"Firmicutes"	2.10874	39.9
"Firmicutes"	2.07232	39.8
"Firmicutes"	2.07252	39.8
"Firmicutes"	2.22443	39.7
"Firmicutes"	2.03579	40
"Firmicutes"	2.14527	39.7
"Firmicutes"	2.01675	39.9
"Firmicutes"	2.16337	39.7
"Firmicutes"	2.16249	39.9
"Firmicutes"	2.09338	39.9
"Firmicutes"	2.08089	39.9
"Firmicutes"	2.04497	39.7
"Firmicutes"	2.09698	39.7
"Firmicutes"	2.13916	39.9
"Firmicutes"	2.06974	39.7
"Firmicutes"	2.09682	48.1
"Firmicutes"	2.1191	39.9
"Firmicutes"	2.08705	39.7
"Firmicutes"	2.09427	39.9
"Firmicutes"	2.07583	39.9
"Firmicutes"	2.08487	39.9
"Firmicutes"	2.11031	39.7
"Firmicutes"	2.11137	39.7
"Firmicutes"	2.12319	39.7
"Firmicutes"	2.17245	50.7
"Firmicutes"	2.16632	50.7
"Firmicutes"	2.19769	50.7
"Firmicutes"	2.16163	50.7
"Firmicutes"	2.12784	48.1
"Firmicutes"	2.10439	48.1
"Firmicutes"	2.04631	40
"Firmicutes"	2.18623	39.7
"Firmicutes"	2.12172	39.7
"Firmicutes"	2.16536	39.7
"Firmicutes"	2.06613	39.7
"Firmicutes"	2.11416	39.9
"Firmicutes"	2.11847	39.9
"Firmicutes"	2.10582	39.9
"Firmicutes"	2.18594	39.9
"Firmicutes"	2.12882	39.9
"Firmicutes"	2.12238	39.9
"Firmicutes"	2.04724	39.9
"Firmicutes"	2.11038	39.9
"Firmicutes"	2.07342	39.9
"Firmicutes"	2.12027	39.9
"Firmicutes"	2.02388	39.6
"Firmicutes"	2.09315	39.6
"Firmicutes"	2.14525	39.6
"Firmicutes"	2.05667	39.8
"Firmicutes"	2.10756	51.5
"Firmicutes"	2.08762	51.5
"Firmicutes"	2.04964	51.5
"Firmicutes"	2.10342	51.5
"Firmicutes"	2.16538	48.1
"Firmicutes"	2.10926	39.7
"Firmicutes"	2.181	39.7
"Firmicutes"	2.14825	39.7
"Firmicutes"	2.09721	39.9
"Firmicutes"	2.10424	39.6
"Firmicutes"	2.09871	39.7
"Firmicutes"	2.13514	61
"Firmicutes"	2.03913	61
"Firmicutes"	2.05057	61
"Firmicutes"	2.00076	61
"Firmicutes"	1.99883	61
"Firmicutes"	2.14615	61
"Firmicutes"	2.14776	61
"Firmicutes"	2.13011	61
"Firmicutes"	2.05169	61
"Firmicutes"	2.06402	61
"Firmicutes"	2.06769	61
"Firmicutes"	2.0504	61
"Firmicutes"	2.07971	61
"Firmicutes"	2.10756	61
"Firmicutes"	2.02287	61
"Firmicutes"	2.06401	61
"Firmicutes"	2.06312	61
"Firmicutes"	1.98106	61
"Firmicutes"	2.13291	61
"Firmicutes"	2.04803	61
"Firmicutes"	2.04557	39.8
"Firmicutes"	2.11525	39.8
"Firmicutes"	2.16219	39.8
"Firmicutes"	2.15162	39.8
"Firmicutes"	2.09048	61
"Firmicutes"	2.13967	61
"Firmicutes"	2.13576	64.1
"Firmicutes"	2.05757	64.1
"Firmicutes"	2.10418	64.1
"Firmicutes"	2.09065	64.1
"Firmicutes"	2.10091	64.1
"Firmicutes"	2.14743	64.1
"Firmicutes"	2.15323	64.1
"Firmicutes"	2.12413	64.1
"Firmicutes"	2.10308	64.1
"Firmicutes"	2.13796	61
"Firmicutes"	2.03774	61
"Firmicutes"	2.1891	64.1
"Firmicutes"	2.18156	64.1
"Firmicutes"	2.14008	64.1
"Firmicutes"	2.2411	64.1
"Firmicutes"	2.06332	61
"Proteobacteria"	7.2733	59.8671
"Proteobacteria"	5.4657	59.5
"Proteobacteria"	5.21487	59.5
"Proteobacteria"	5.74311	58.6
"Proteobacteria"	5.26587	64.4
"Proteobacteria"	4.95486	64.9
"Proteobacteria"	4.8203	65.2
"Proteobacteria"	5.01607	64.9
"Proteobacteria"	4.89414	65.1
"Proteobacteria"	4.89484	65.1
"Proteobacteria"	4.8989	65.1
"Proteobacteria"	4.91125	65.1
"Proteobacteria"	4.95186	65
"Proteobacteria"	4.87297	65.1
"Proteobacteria"	5.06523	65
"Proteobacteria"	4.87201	65.1
"Proteobacteria"	4.91601	65.1
"Proteobacteria"	4.8663	65.1
"Proteobacteria"	4.84265	65.1
"Proteobacteria"	4.89792	65.1
"Proteobacteria"	4.898	65.1
"Proteobacteria"	4.77369	65
"Proteobacteria"	4.85613	65.2
"Proteobacteria"	4.77452	65.1
"Proteobacteria"	4.81977	65.2
"Proteobacteria"	4.87459	65.2
"Proteobacteria"	4.83343	65.1
"Proteobacteria"	4.95261	65.1
"Proteobacteria"	4.8368	65.1
"Proteobacteria"	4.84228	65.1
"Proteobacteria"	4.91306	65.1
"Proteobacteria"	4.9029	65.1
"Proteobacteria"	4.85651	65.2
"Proteobacteria"	4.83062	65.1
"Proteobacteria"	5.02021	64.9
"Proteobacteria"	4.84275	64.8
"Proteobacteria"	4.90262	65.1
"Proteobacteria"	4.85169	65.1
"Proteobacteria"	4.85281	65.1
"Proteobacteria"	4.93043	65.1
"Proteobacteria"	4.90696	65.1
"Proteobacteria"	4.83135	65.1
"Proteobacteria"	4.97205	65
"Proteobacteria"	4.84753	65.1
"Proteobacteria"	4.80373	65.2
"Proteobacteria"	4.59306	64.9
"Proteobacteria"	4.84708	65.1
"Proteobacteria"	4.90333	65.1
"Proteobacteria"	4.73079	65
"Proteobacteria"	4.88652	65.1
"Proteobacteria"	4.83291	65.2
"Proteobacteria"	4.79798	65.2
"Proteobacteria"	4.73772	64.9
"Proteobacteria"	5.1281	64.9
"Proteobacteria"	4.65021	65
"Proteobacteria"	4.93191	65.1
"Proteobacteria"	4.87462	65.2
"Proteobacteria"	5.01047	65
"Proteobacteria"	4.92406	65
"Proteobacteria"	4.90991	65
"Proteobacteria"	4.90334	65.1
"Proteobacteria"	4.72273	65.1
"Proteobacteria"	4.9115	65
"Proteobacteria"	4.92418	65
"Proteobacteria"	4.89544	65.1
"Proteobacteria"	4.9864	64.9
"Proteobacteria"	4.87129	65.1
"Proteobacteria"	4.94609	65
"Proteobacteria"	4.79844	65.2
"Proteobacteria"	4.92108	65.1
"Proteobacteria"	4.97426	64.7
"Proteobacteria"	5.11784	64.5
"Firmicutes"	0.276506	32.6715
"Firmicutes"	5.47001	35.1
"Firmicutes"	5.51135	35.2
"Firmicutes"	5.37062	35.3
"Firmicutes"	5.48868	35.2
"Firmicutes"	5.48846	35.2
"Firmicutes"	5.50456	35.2
"Firmicutes"	5.51217	35.2
"Firmicutes"	5.39217	35.2
"Firmicutes"	5.37484	35.2
"Firmicutes"	5.4204	35.2
"Firmicutes"	5.40715	35.2
"Firmicutes"	5.29191	35.2
"Firmicutes"	5.39288	35.1
"Firmicutes"	5.22729	35.4
"Firmicutes"	5.50393	35.2629
"Firmicutes"	5.22866	35.4
"Firmicutes"	5.50676	35.2646
"Firmicutes"	5.50393	35.2629
"Firmicutes"	5.46838	35.1
"Firmicutes"	5.49547	35.2644
"Firmicutes"	5.40297	35.1
"Firmicutes"	5.002	35.4
"Firmicutes"	5.505	35.2
"Firmicutes"	5.44661	27.2
"Firmicutes"	5.43453	27.2
"Proteobacteria"	4.59935	50.9
"Proteobacteria"	4.57428	50.9
"Proteobacteria"	4.82882	50.6659
"Proteobacteria"	4.8945	50.6619
"Proteobacteria"	4.8255	50.7
"Proteobacteria"	4.68276	50.9
"Proteobacteria"	4.92549	50.6
"Proteobacteria"	4.67912	50.8
"Proteobacteria"	4.51065	51
"Proteobacteria"	4.91902	50.7
"Proteobacteria"	4.79035	50.6
"Proteobacteria"	4.71529	50.8
"Proteobacteria"	4.65619	51.1
"Proteobacteria"	4.32316	51
"Proteobacteria"	4.64464	50.9
"Proteobacteria"	4.72974	51
